name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
delhi,2021-12-07,24.2,12.8,17.5,24.2,12.8,17.5,12.5,76.66,0,,0,,,,,16.6,204.6,1017.8,0,2.1,,,0,,2021-12-07T07:00:59,2021-12-07T17:24:08,0.07,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
delhi,2021-12-08,23.2,11.8,16.4,23.2,11.8,16.4,10.9,73,0,,0,,,,,13,187.3,1017.7,0,2.5,,,0,,2021-12-08T07:01:42,2021-12-08T17:24:18,0.12,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-09,22.9,10.3,16.3,22.9,10.3,16.3,11.7,76.54,0,,0,,,,,11.2,177,1020.1,0,2.3,,,0,,2021-12-09T07:02:25,2021-12-09T17:24:30,0.17,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-10,22.9,11.4,16.3,22.9,11.4,16.3,11,73.66,0,,0,,,,,18.4,163.8,1020.2,0,2.1,,,0,,2021-12-10T07:03:06,2021-12-10T17:24:43,0.22,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-11,22.7,10.4,15.5,22.7,10.4,15.5,8.3,66.64,0,,0,,,,,13,173.5,1019.2,0,2.5,,,0,,2021-12-11T07:03:47,2021-12-11T17:24:57,0.27,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-12,22.5,8.6,14.9,22.5,8.6,14.9,8.4,68.24,0,,0,,,,,9.4,159.8,1019.7,21.5,2.3,,,0,,2021-12-12T07:04:27,2021-12-12T17:25:13,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-13,21.5,8.6,14.9,21.5,8.6,14.9,9,71.66,0,,0,,,,,9.4,61.9,1018.3,39.7,2.1,,,0,,2021-12-13T07:05:07,2021-12-13T17:25:31,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-14,21.9,9.7,15.1,21.9,9.7,15.1,10.6,77.4,0,,0,,,,,9.4,54.4,1017.6,3.3,1.6,,,0,,2021-12-14T07:05:45,2021-12-14T17:25:50,0.41,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-15,21.5,10.1,15.2,21.5,10.1,15.2,10.2,75.35,0,,0,,,,,16.6,146.8,1018.1,2.1,1.5,,,0,,2021-12-15T07:06:22,2021-12-15T17:26:11,0.44,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-16,19.7,10.4,14.6,19.7,10.4,14.6,9,70.96,0,,0,,,,,13,141.7,1018.9,41.3,1.7,,,0,,2021-12-16T07:06:59,2021-12-16T17:26:33,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-17,19.7,9.9,13.6,19.7,8.7,13.5,7.9,70.44,0,,0,,,,,16.6,263.8,1020.5,25.9,1.8,,,0,,2021-12-17T07:07:34,2021-12-17T17:26:56,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-18,17,7,11.1,17,4.3,10.1,6.1,75.09,0,,0,,,,46.4,27.7,252.2,1020.4,0.4,1.5,,,0,,2021-12-18T07:08:09,2021-12-18T17:27:21,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-19,18.2,5,11.1,18.2,3.3,10.4,4.6,67.59,0,,0,,,,,16.6,261.6,1020,1.1,1.9,,,0,,2021-12-19T07:08:42,2021-12-19T17:27:47,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-20,19.7,4.9,12,19.7,4.9,11.6,4.5,64.94,0,,0,,,,,11.2,215.3,1019,8.5,2.1,,,0,,2021-12-20T07:09:14,2021-12-20T17:28:15,0.51,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-21,21.7,6.1,13.3,21.7,6.1,13.2,5.4,65.25,0,,0,,,,,9.4,134,1017.3,1.1,1.8,,,0,,2021-12-21T07:09:45,2021-12-21T17:28:44,0.53,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-22,22.8,7,14.2,22.8,7,13.9,6.4,65.44,0,,0,,,,,16.6,137.9,1015.2,1.2,1.7,,,0,,2021-12-22T07:10:15,2021-12-22T17:29:14,0.55,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-23,22,8.1,14.9,22,8.1,14.9,8.6,69.29,0,,0,,,,,13,94.6,1014.3,26.5,1.6,,,0,,2021-12-23T07:10:44,2021-12-23T17:29:45,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-24,22.3,8.8,15.2,22.3,8.8,15.2,10.6,76.6,0,,0,,,,,11.2,89.2,1014,17.4,1.3,,,0,,2021-12-24T07:11:11,2021-12-24T17:30:18,0.63,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-25,23,9,15.5,23,9,15.5,11.5,79.98,0,,0,,,,,7.6,72.2,1016,14.5,1,,,0,,2021-12-25T07:11:37,2021-12-25T17:30:52,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-26,20.7,11.5,15.7,20.7,11.5,15.7,13.7,88.54,4.08,,13.04,,,,,11.2,68.9,1018,74.2,0.9,,,0,,2021-12-26T07:12:02,2021-12-26T17:31:27,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-27,21.7,11.6,15.5,21.7,11.6,15.5,11.5,79.64,3.71,,4.35,,,,,9.4,71.5,1019.4,40.9,1.4,,,0,,2021-12-27T07:12:26,2021-12-27T17:32:03,0.78,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-28,17,10.9,14.2,17,10.9,14.2,12.3,88.74,3,,8.33,,,,,7.6,82,1018.5,80.5,1.4,,,0,,2021-12-28T07:12:48,2021-12-28T17:32:40,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi,2021-12-29,19,11,13.9,19,11,14,11,84.48,0,,0,,,,,14.8,175.4,1019.2,76.9,1.3,,,0,,2021-12-29T07:13:08,2021-12-29T17:33:18,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
delhi,2021-12-30,19,7,12,19,7,12,5.1,68.89,0,,0,,,,,9.4,100.5,1023.3,76.5,1.5,,,0,,2021-12-30T07:13:28,2021-12-30T17:33:57,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VIDP
delhi,2021-12-31,18,7,11.3,18,5.5,11.1,6.7,76.64,0,,0,,,,,9.4,160,1023,40.1,1.8,,,0,,2021-12-31T07:13:45,2021-12-31T17:34:37,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VIDP
